COD_CLIENTE,NATURA_GIURIDICA,PV,CODICE_ISTAT,FIDO_PAYLINE,DECISIONE,VALUTAZIONE_TEMPI_PAG,GG_PATTUITI,GG_RITARDO,FATTURATO,FATTURATO_MESE,CLASSE_RISCHIO,CLASSE_RISCHIO_DESCR
240,S.n.c.,PC,10711/07,,,,,,,,4,Affidabile
241,S.r.l.,PC,6831/07,0.0,Non accordabile,Prevalentemente regolari,-1.0,-1.0,"394,92",0,6,Non operativa
242,Ist.relig.,PR,,,,,,,,,6,Non operativa
242,,PR,,6000.0,Accordabile,Regolari,23.0,0.0,"2929,25","264,81",4,Affidabile
243,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"1509,26","86,02",4,Affidabile
244,S.a.s.,PC,682001/07,10500.0,Accordabile,Regolari,23.0,0.0,"1658,72","148,45",4,Affidabile
245,S.n.c.,PR,10512/07,13800.0,Accordabile,Regolari,22.0,-1.0,"23001,95","2519,94",4,Affidabile
246,S.n.c.,PC,960202/07,4980.0,Accordabile,Regolari,22.0,0.0,"2798,41","185,49",4,Affidabile
247,Indiv.,PC,0121/07,3087.0,Accordabile,Regolari,22.0,86.0,"368,23",0,4,Affidabile
248,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,766,"80,67",4,Affidabile
249,Indiv.,PC,960202/07,3000.0,Accordabile,Regolari,23.0,0.0,"2737,44","193,3",4,Affidabile
250,Indiv.,PC,2511/07,4500.0,Accordabile,Regolari,22.0,0.0,"7265,43","803,62",4,Affidabile
251,S.r.l.,PR,869011/07,16500.0,Accordabile,Regolari,24.0,0.0,"9116,34",0,4,Affidabile
252,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"1086,25","103,29",4,Affidabile
253,Indiv.,PC,473/07,8203.0,Accordabile,Regolari,23.0,1.0,"4568,36","307,76",4,Affidabile
254,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"1177,46","100,07",4,Affidabile
255,Indiv.,PC,,0.0,Non accordabile,,-1.0,-1.0,"1439,17",0,6,Non operativa
256,Indiv.,PC,4773/07,14750.0,Accordabile,Regolari,22.0,-8.0,"3138,53","300,23",4,Affidabile
257,S.n.c.,PC,662202/07,8499.0,Accordabile,Regolari,23.0,0.0,"1513,4","94,72",4,Affidabile
258,Indiv.,PR,749093/07,0.0,Non accordabile,Regolari,23.0,0.0,"410,56","31,01",6,Non operativa
259,Indiv.,PC,47114/07,3720.0,Accordabile,Regolari,23.0,0.0,"3241,47","365,69",4,Affidabile
260,S.n.c.,PC,4771/07,18300.0,Accordabile,Regolari,23.0,0.0,"1992,96","141,93",4,Affidabile
261,S.r.l.,PC,46321/07,0.0,Non accordabile,,21.0,2514.0,"4606,52",0,6,Non operativa
262,S.n.c.,PC,,0.0,Non accordabile,,21.0,2335.0,"746,23",0,2,Cautela
263,S.n.c.,PC,1011/07,2500.0,Accordabile,Regolari,23.0,0.0,"6764,84","405,65",4,Affidabile
264,S.n.c.,PC,9525/07,16200.0,Accordabile,Regolari,23.0,0.0,"1947,28","123,26",4,Affidabile
265,Indiv.,PR,563/07,3100.0,Accordabile,Regolari,23.0,1.0,"5131,88","396,45",4,Affidabile
266,S.n.c.,PR,56/07,8400.0,Accordabile,Regolari,22.0,0.0,"14415,67","1999,5",4,Affidabile
267,Indiv.,PR,32502/07,2500.0,Accordabile,Regolari,23.0,6.0,"2333,18","275,67",4,Affidabile
268,S.r.l.,PR,9313/07,8100.0,Accordabile,Regolari,23.0,0.0,"13865,67","2361,92",4,Affidabile
269,S.n.c.,PR,47114/07,24500.0,Accordabile,Regolari,21.0,0.0,"10462,11","1994,44",4,Affidabile
270,Indiv.,PR,,6000.0,Accordabile,Regolari,23.0,-3.0,"3522,68","332,68",4,Affidabile
271,S.r.l.,PR,432101/07,0.0,Da approfondire,Regolari,-1.0,-1.0,"-36,58",0,4,Affidabile
272,Ist.relig.,PR,,0.0,Non accordabile,Regolari,21.0,0.0,"16300,91","3136,03",6,Non operativa
273,Indiv.,PC,012/07,4980.0,Accordabile,Regolari,23.0,0.0,"4102,85","217,15",4,Affidabile
274,S.r.l.,PR,47521/07,3000.0,Accordabile,Regolari,22.0,-2.0,"3615,66","247,46",4,Affidabile
275,S.n.c.,PR,563/07,2800.0,Accordabile,Regolari,23.0,5.0,"9879,36","875,02",4,Affidabile
276,Indiv.,PR,015/07,4980.0,Accordabile,Regolari,23.0,0.0,"1475,17","98,49",4,Affidabile
277,S.n.c.,PR,4777/07,,Da approfondire,Regolari,23.0,1.0,"781,58","49,29",4,Affidabile
278,S.n.c.,PR,56103/07,2500.0,Accordabile,Regolari,23.0,2.0,"13508,36","2026,15",4,Affidabile
279,Indiv.,PC,47621/07,3180.0,Accordabile,Regolari,23.0,0.0,"1292,32","73,43",4,Affidabile
280,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"1412,86","327,99",4,Affidabile
281,S.n.c.,PR,561011/07,2500.0,Da ridurre,Regolari,23.0,0.0,"22218,17",3011,4,Affidabile
282,Indiv.,PR,563/07,4250.0,Accordabile,Regolari,23.0,2.0,"2159,62","963,78",4,Affidabile
283,S.r.l.,PC,469/07,0.0,Non accordabile,,21.0,2490.0,"1330,81",0,6,Non operativa
284,Indiv.,PC,46421/07,8100.0,Accordabile,Regolari,23.0,0.0,"1157,17","65,45",4,Affidabile
285,Indiv.,PC,561011/07,0.0,Non accordabile,,23.0,2506.0,"10919,9",0,6,Non operativa
286,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"274,44",0,4,Affidabile
287,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"703,66","135,39",4,Affidabile
288,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"1847,86","190,14",4,Affidabile
289,Indiv.,PC,563/07,3000.0,Accordabile,Regolari,23.0,7.0,"3283,94","249,76",4,Affidabile
290,Indiv.,PR,462122/07,3120.0,Accordabile,Regolari,23.0,0.0,"358,27","27,95",4,Affidabile
291,Indiv.,PR,563/07,0.0,Non accordabile,Regolari,23.0,2.0,"5306,55","460,99",2,Cautela
292,Indiv.,PC,960201/07,2500.0,Accordabile,Regolari,21.0,1.0,"1832,26","271,9",4,Affidabile
293,,PC,,5000.0,Accordabile,Regolari,23.0,6.0,"2720,32","294,78",4,Affidabile
294,Coop.,PR,0141/07,38250.0,Accordabile,Regolari,22.0,-1.0,"72382,25","12827,75",4,Affidabile
295,S.a.s.,PR,,0.0,Non accordabile,,20.0,1773.0,"1480,59",0,6,Non operativa
296,S.a.s.,PR,4941/07,0.0,Non accordabile,Regolari,-1.0,-1.0,"54,91",0,2,Cautela
297,Indiv.,PR,561011/07,23000.0,Accordabile,Regolari,21.0,13.0,"3214,68",0,4,Affidabile
298,S.n.c.,PC,45202/07,0.0,Non accordabile,Regolari,23.0,-5.0,"44727,17","7324,34",1,Non affidabile
299,S.a.s.,PC,10711/07,3000.0,Accordabile,Regolari,22.0,0.0,"2265,9","233,56",4,Affidabile
300,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"1111,92","131,52",4,Affidabile
301,Indiv.,PR,563/07,2433.0,Accordabile,Regolari,22.0,19.0,"2309,22","173,93",4,Affidabile
302,Indiv.,PR,47114/07,1500.0,Accordabile,,21.0,2445.0,"917,22",0,4,Affidabile
303,S.n.c.,PC,47713/07,12300.0,Accordabile,Regolari,23.0,0.0,"2810,51","203,61",4,Affidabile
304,,PR,,,No negativita,Regolari,23.0,0.0,"994,19","63,72",3,No negativita'
305,Indiv.,BS,01114/07,0.0,Non accordabile,,-1.0,-1.0,"556,42",0,6,Non operativa
306,Indiv.,PR,01111/07,4980.0,Accordabile,Regolari,22.0,0.0,"3804,06","112,05",4,Affidabile
307,S.n.c.,PC,2562/07,9300.0,Accordabile,Regolari,23.0,0.0,"6288,65","305,38",4,Affidabile
308,S.n.c.,PC,4777/07,0.0,Non accordabile,Regolari,22.0,85.0,"2101,35","323,85",6,Non operativa
309,Assoc.,BS,692013/07,12000.0,Accordabile,Regolari,23.0,0.0,"35634,02","3406,16",4,Affidabile
310,S.r.l.u.s.,BS,692013/07,24000.0,Accordabile,Regolari,22.0,0.0,"27056,94","2273,33",4,Affidabile
311,S.n.c.,PR,10711/07,,Da approfondire,Prevalentemente regolari,21.0,40.0,"8612,23","1076,81",4,Affidabile
312,Indiv.,PR,563/07,2466.0,Accordabile,Prevalentemente regolari,23.0,17.0,"5468,5","632,75",4,Affidabile
313,Semplice,BS,0141/07,7250.0,Accordabile,Regolari,23.0,6.0,"5731,51","352,11",4,Affidabile
314,S.n.c.,PR,47752/07,49200.0,Accordabile,Regolari,23.0,-2.0,"1515,95","101,47",4,Affidabile
315,,PC,,5000.0,Accordabile,Regolari,21.0,-2.0,"586,63",0,4,Affidabile
316,Indiv.,PC,4741/07,3960.0,Accordabile,Regolari,23.0,0.0,"749,86","58,82",4,Affidabile
317,Indiv.,PC,01131/07,4150.0,Accordabile,Prevalentemente regolari,22.0,2.0,"8521,86","800,96",4,Affidabile
318,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"972,52","377,56",4,Affidabile
319,Indiv.,PC,96012/07,3000.0,Accordabile,Regolari,22.0,0.0,"7348,09","805,16",4,Affidabile
320,Indiv.,PC,960201/07,3000.0,Accordabile,Regolari,22.0,0.0,"1539,85","140,07",4,Affidabile
321,S.n.c.,PC,563/07,0.0,Non accordabile,Regolari,0.0,0.0,"578,22",0,6,Non operativa
322,,PC,,2500.0,Accordabile,,25.0,2523.0,"116,72",0,4,Affidabile
323,Indiv.,PC,960201/07,3000.0,Accordabile,Regolari,22.0,0.0,"1610,06","181,14",4,Affidabile
324,Indiv.,PR,56102/07,0.0,Non accordabile,,25.0,947.0,"473,15",0,6,Non operativa
325,Indiv.,PC,433901/07,3000.0,Accordabile,Regolari,22.0,0.0,"5318,73","246,73",4,Affidabile
326,Indiv.,PR,563/07,5160.0,Accordabile,Regolari,23.0,3.0,"7449,68","983,08",4,Affidabile
327,S.n.c.,PR,10711/07,3584.0,Accordabile,Prevalentemente regolari,21.0,33.0,"9236,42",999,4,Affidabile
328,Indiv.,PR,4941/07,9000.0,Accordabile,Regolari,22.0,0.0,"3600,11","443,96",4,Affidabile
329,Semplice,PC,0141/07,3500.0,Da ridurre,Dilazionati,22.0,0.0,"66827,11","7119,34",4,Affidabile
330,Indiv.,PC,4726/07,3000.0,Accordabile,Regolari,23.0,0.0,"1530,74","84,11",4,Affidabile
331,S.r.l.u.s.,PC,47731/07,20100.0,Accordabile,Regolari,22.0,0.0,"3835,25","335,44",4,Affidabile
332,S.a.s.,PC,8553/07,5760.0,Accordabile,Regolari,22.0,0.0,"2264,67","133,68",4,Affidabile
333,S.n.c.,PC,47592/07,0.0,Non accordabile,,21.0,1842.0,"650,4",0,6,Non operativa
334,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"799,21",0,4,Affidabile
335,Indiv.,PR,47622/07,4140.0,Accordabile,Regolari,23.0,0.0,"615,06","58,08",4,Affidabile
336,Indiv.,PR,13921/07,0.0,Non accordabile,,22.0,945.0,"165,17",0,6,Non operativa
337,Indiv.,PR,47621/07,3780.0,Accordabile,Regolari,23.0,0.0,"1043,38","66,43",4,Affidabile
338,S.r.l.,PR,47523/07,7250.0,Accordabile,Regolari,22.0,4.0,"2278,67","230,94",4,Affidabile
339,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"378,49","24,07",4,Affidabile
340,Indiv.,PR,960201/07,2500.0,Accordabile,Regolari,22.0,11.0,"2087,88","190,04",4,Affidabile
341,Indiv.,PR,563/07,1500.0,Da ridurre,Ritardi significativi,22.0,502.0,"7512,67",0,4,Affidabile
342,Indiv.,PC,4726/07,1500.0,Da ridurre,,21.0,1843.0,"2886,19",0,4,Affidabile
343,S.r.l.,PC,221909/07,30600.0,Accordabile,Regolari,22.0,0.0,"2391,91","302,27",4,Affidabile
344,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"3342,89","149,86",4,Affidabile
345,S.r.l.,PC,452/07,0.0,Non accordabile,,21.0,1823.0,"1084,12",0,6,Non operativa
346,Indiv.,PC,960201/07,0.0,Non accordabile,,24.0,2139.0,"163,23",0,6,Non operativa
347,Indiv.,PC,47621/07,7800.0,Accordabile,Regolari,23.0,0.0,"804,39","73,41",4,Affidabile
348,,PC,,5000.0,Accordabile,Regolari,22.0,0.0,"729,42","76,98",4,Affidabile
349,Semplice,PC,01114/07,31800.0,Accordabile,Regolari,23.0,0.0,"966,78","61,41",4,Affidabile
350,Indiv.,PC,960201/07,3000.0,Accordabile,Regolari,23.0,0.0,"829,58","55,28",4,Affidabile
351,,PC,,6000.0,Accordabile,Regolari,21.0,1.0,"9892,72","1227,86",4,Affidabile
352,S.n.c.,PC,6202/07,14400.0,Accordabile,Regolari,23.0,0.0,"1565,74","94,71",4,Affidabile
353,Indiv.,PR,563/07,0.0,Non accordabile,,-1.0,-1.0,"184,46",0,6,Non operativa
354,S.a.s.,PR,1512/07,0.0,Non accordabile,Dilazionati,22.0,71.0,"14021,03","1549,76",2,Cautela
355,Indiv.,PC,332001/07,11100.0,Accordabile,Regolari,23.0,0.0,"2882,57","430,61",4,Affidabile
356,Indiv.,PC,01114/07,0.0,Non accordabile,Regolari,23.0,0.0,"954,2","62,92",6,Non operativa
357,S.n.c.,PR,47523/07,0.0,Non accordabile,,21.0,2578.0,"727,3",0,1,Non affidabile
358,S.n.c.,PR,551/07,7000.0,Accordabile,Regolari,-1.0,-1.0,"8079,95",0,4,Affidabile
359,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"564,39","43,24",4,Affidabile
360,S.n.c.,PC,4752/07,12000.0,Accordabile,Regolari,22.0,0.0,"981,58","39,88",4,Affidabile
361,Indiv.,PC,56103/07,3150.0,Accordabile,Prevalentemente regolari,22.0,6.0,"5599,39","353,34",4,Affidabile
362,Indiv.,PC,2511/07,10800.0,Accordabile,Regolari,22.0,0.0,"8480,4","682,68",4,Affidabile
363,Assoc.,PC,900209/07,5907.0,Accordabile,Regolari,23.0,31.0,"994,58","152,5",4,Affidabile
364,Indiv.,PR,4722/07,2500.0,Accordabile,Dilazionati,23.0,0.0,"9771,32","1051,79",4,Affidabile
365,S.n.c.,PR,47641/07,2500.0,Accordabile,Regolari,23.0,0.0,"2014,63","141,81",4,Affidabile
366,Indiv.,PC,47722/07,2500.0,Accordabile,Regolari,22.0,1.0,"698,25","63,93",4,Affidabile
367,Indiv.,PC,01114/07,2950.0,Accordabile,Regolari,21.0,12.0,"7496,22",0,4,Affidabile
368,S.a.s.,PC,960202/07,4380.0,Accordabile,Regolari,23.0,0.0,"4479,8","372,44",4,Affidabile
369,Indiv.,PC,45403/07,2636.0,Accordabile,Regolari,23.0,14.0,"1701,82",0,4,Affidabile
370,S.n.c.,PC,47761/07,48000.0,Accordabile,Regolari,22.0,0.0,"5173,48","437,48",4,Affidabile
371,Indiv.,PC,4761/07,17700.0,Accordabile,Regolari,22.0,2.0,"3853,84","639,05",4,Affidabile
372,Indiv.,PC,,14500.0,Accordabile,,-1.0,-1.0,"216,93",0,4,Affidabile
373,Coop.,PR,873/07,5001.0,Accordabile,Regolari,22.0,0.0,"42477,08","7130,89",4,Affidabile
374,Indiv.,PC,,3000.0,Accordabile,Regolari,23.0,0.0,"2416,94","61,74",4,Affidabile
375,S.a.s.,PC,4633/07,0.0,Non accordabile,,-1.0,-1.0,"182,4",0,6,Non operativa
376,,PC,,5000.0,Accordabile,Regolari,22.0,7.0,"3185,45","269,44",4,Affidabile
377,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"350,54","26,11",4,Affidabile
378,,,,6000.0,Accordabile,Regolari,21.0,0.0,"309,74","24,57",4,Affidabile
379,,PC,,5000.0,Accordabile,Prevalentemente regolari,21.0,0.0,"465,54","46,19",4,Affidabile
380,S.a.s.,PR,561011/07,,Da approfondire,Regolari,25.0,0.0,"7991,85",0,2,Cautela
381,S.r.l.,PC,432101/07,5000.0,Accordabile,Regolari,22.0,0.0,"6859,48","931,22",4,Affidabile
382,Indiv.,PC,433901/07,0.0,Non accordabile,,25.0,2523.0,"255,6",0,6,Non operativa
383,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"969,94","64,48",4,Affidabile
384,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"1143,85","93,47",4,Affidabile
385,,PR,,6000.0,Accordabile,Regolari,23.0,0.0,"1014,99","42,5",4,Affidabile
386,S.a.s.,PC,25121/07,10200.0,Accordabile,Regolari,23.0,5.0,"7668,29","468,94",4,Affidabile
387,Indiv.,PC,47711/07,0.0,Non accordabile,,21.0,1003.0,"370,42",0,6,Non operativa
388,Indiv.,PC,96012/07,3000.0,Accordabile,Regolari,23.0,0.0,"3819,4","591,88",4,Affidabile
389,Indiv.,PC,56103/07,13500.0,Accordabile,Regolari,22.0,0.0,"9808,62","702,19",4,Affidabile
390,Indiv.,PC,432101/07,0.0,Non accordabile,Regolari,24.0,0.0,"373,48",0,6,Non operativa
391,Indiv.,PR,561011/07,2750.0,Accordabile,Regolari,22.0,0.0,"4925,16","510,15",4,Affidabile
392,S.r.l.,PC,451901/07,19761.0,Accordabile,Regolari,23.0,0.0,"1543,99","218,33",4,Affidabile
393,Semplice,PR,01114/07,7250.0,Accordabile,Regolari,23.0,2.0,"61865,87","3603,93",4,Affidabile
394,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"3385,49","297,96",4,Affidabile
395,S.r.l.,PR,47299/07,10250.0,Da ridurre,Regolari,23.0,0.0,"189100,63","18103,14",4,Affidabile
396,S.r.l.,PA,46331/07,24250.0,Accordabile,Regolari,21.0,0.0,"187,82","23,54",4,Affidabile
397,S.r.l.,PC,5914/07,5001.0,Da ridurre,Regolari,27.0,0.0,"53147,76","8338,5",4,Affidabile
398,,PR,,2500.0,Accordabile,Regolari,21.0,125.0,"20402,57","2165,63",4,Affidabile
399,,PR,,5000.0,Accordabile,Regolari,25.0,12.0,"2417,51",0,4,Affidabile
400,,PR,,6000.0,Accordabile,Regolari,22.0,0.0,"940,6","40,97",4,Affidabile
401,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1463,18",0,4,Affidabile
402,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"704,98",0,4,Affidabile
403,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"816,46",0,4,Affidabile
404,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"330,42",0,4,Affidabile
405,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"373,62",0,4,Affidabile
406,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"16693,65","2557,47",4,Affidabile
407,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1347,72",0,4,Affidabile
408,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1309,89",0,4,Affidabile
409,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"951,3",0,4,Affidabile
410,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"2215,75",0,4,Affidabile
411,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1982,91",0,4,Affidabile
412,,PR,,6000.0,Accordabile,Regolari,22.0,0.0,"3993,86","267,75",4,Affidabile
413,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"365,63",0,4,Affidabile
414,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1240,86",0,4,Affidabile
415,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"10664,74","1358,45",4,Affidabile
416,Indiv.,PR,9313/07,5000.0,Accordabile,,-1.0,-1.0,"13,3",0,4,Affidabile
417,Semplice,BS,0141/07,7250.0,Accordabile,Regolari,23.0,0.0,"6157,69","646,54",4,Affidabile
418,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"384,31","24,96",4,Affidabile
419,Indiv.,PC,96012/07,2316.0,Accordabile,Prevalentemente regolari,23.0,26.0,"4821,26","609,21",4,Affidabile
420,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"23381,88","3399,52",4,Affidabile
421,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"2383,94",0,4,Affidabile
422,Indiv.,PC,01131/07,4150.0,Accordabile,Regolari,26.0,0.0,"1733,85","536,07",4,Affidabile
423,S.a.s.,PC,2511/07,40800.0,Accordabile,Regolari,23.0,0.0,"27817,71","2683,07",4,Affidabile
424,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"5869,76","777,43",4,Affidabile
425,Indiv.,PC,47761/07,3840.0,Accordabile,Regolari,21.0,-1.0,"8434,57","1447,55",4,Affidabile
426,S.n.c.,PR,563/07,11500.0,Accordabile,Prevalentemente regolari,23.0,0.0,"8588,32","1105,34",4,Affidabile
427,Indiv.,PR,952401/07,0.0,Non accordabile,,21.0,0.0,"149,33",0,6,Non operativa
428,S.r.l.,GE,259999/07,34500.0,Accordabile,Regolari,23.0,0.0,"32049,79","5150,86",4,Affidabile
429,Indiv.,PC,563/07,3180.0,Accordabile,Regolari,24.0,0.0,"4551,57","64,93",4,Affidabile
430,S.r.l.,PV,681/07,146400.0,Accordabile,Regolari,23.0,0.0,"2760,59","356,74",4,Affidabile
431,,PC,,5000.0,Accordabile,Regolari,22.0,2.0,"3598,46","447,43",4,Affidabile
432,Indiv.,PC,0121/07,4980.0,Accordabile,Regolari,23.0,0.0,"709,11","48,01",4,Affidabile
433,Indiv.,PC,47721/07,0.0,Non accordabile,Regolari,24.0,0.0,"1471,25",0,6,Non operativa
434,S.n.c.,PC,47731/07,70800.0,Accordabile,Regolari,23.0,0.0,"6296,24","518,3",4,Affidabile
435,Indiv.,PR,561011/07,3000.0,Accordabile,Regolari,21.0,0.0,"386,63","47,32",4,Affidabile
436,S.a.s.,PR,47114/07,2650.0,Accordabile,Regolari,23.0,0.0,"2623,86","279,82",4,Affidabile
437,Indiv.,PC,45204/07,3000.0,Accordabile,Regolari,23.0,0.0,"5610,18","1069,89",4,Affidabile
438,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"1557,72","107,47",4,Affidabile
439,Indiv.,PC,563/07,3000.0,Accordabile,Regolari,22.0,3.0,"4187,07","420,05",4,Affidabile
440,Semplice,BS,015/07,41400.0,Accordabile,Regolari,0.0,0.0,"1578,3",0,4,Affidabile
441,S.r.l.,PR,823/07,0.0,Non accordabile,,21.0,1853.0,"33172,01",0,1,Non affidabile
442,Indiv.,PC,47114/07,9500.0,Accordabile,Regolari,-1.0,-1.0,"74,36",0,4,Affidabile
443,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"1590,21","111,49",4,Affidabile
444,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"5786,03","1297,18",4,Affidabile
445,Indiv.,PC,281111/07,0.0,Non accordabile,Regolari,23.0,0.0,"1225,01","92,99",6,Non operativa
446,Indiv.,PC,960201/07,1500.0,Accordabile,Regolari,27.0,2132.0,"360,86",0,4,Affidabile
447,S.n.c.,PR,10711/07,11400.0,Accordabile,Regolari,22.0,0.0,"14379,06","1673,71",4,Affidabile
448,S.n.c.,PR,,0.0,Non accordabile,,21.0,2362.0,"9167,73",0,6,Non operativa
449,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"356,43","24,89",4,Affidabile
450,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"372,26","24,91",4,Affidabile
451,S.a.s.,PR,563/07,14500.0,Accordabile,Regolari,-1.0,-1.0,"734,93",0,4,Affidabile
452,Indiv.,BS,0141/07,0.0,Non accordabile,Prevalentemente regolari,23.0,78.0,"13629,44","818,86",6,Non operativa
453,Indiv.,PC,563/07,6840.0,Accordabile,Regolari,-1.0,-1.0,"631,62",0,4,Affidabile
454,Indiv.,PC,47511/07,,Da approfondire,Regolari,22.0,0.0,"2133,55","177,5",4,Affidabile
455,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"2057,96","221,2",4,Affidabile
456,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"2684,61","190,67",4,Affidabile
457,S.n.c.,PR,10711/07,2400.0,Da ridurre,Prevalentemente regolari,22.0,21.0,"20069,88","2708,43",4,Affidabile
458,S.r.l.,PR,4648/07,0.0,Non accordabile,,21.0,2030.0,"450,44",0,6,Non operativa
459,S.n.c.,PC,222/07,34800.0,Accordabile,Regolari,-1.0,-1.0,"1674,06",0,4,Affidabile
460,Indiv.,PR,4711/07,5250.0,Accordabile,Prevalentemente regolari,23.0,0.0,"13911,81","733,46",4,Affidabile
461,Indiv.,PR,10711/07,5000.0,Accordabile,Prevalentemente regolari,22.0,0.0,"39867,86","3883,68",4,Affidabile
462,S.n.c.,PR,561011/07,15000.0,Accordabile,Regolari,-1.0,-1.0,"1711,36",0,4,Affidabile
463,,PC,,5000.0,Accordabile,,21.0,0.0,"172,93",0,4,Affidabile
464,,PC,,5190.0,Accordabile,Regolari,21.0,37.0,"13236,15","2065,03",4,Affidabile
465,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"5455,82","815,51",4,Affidabile
466,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"682,62",0,4,Affidabile
467,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"2094,09","110,06",4,Affidabile
468,S.r.l.,PC,9312/07,0.0,Non accordabile,Regolari,22.0,2.0,"81021,28","10401,01",1,Non affidabile
469,S.r.l.,RM,812/07,0.0,Non accordabile,,21.0,1926.0,"2182,04",0,6,Non operativa
470,S.a.s.,PR,960202/07,46800.0,Accordabile,Regolari,23.0,0.0,"34039,28","5524,67",4,Affidabile
471,Indiv.,PR,869021/07,5160.0,Accordabile,Regolari,23.0,0.0,"7666,05","802,16",4,Affidabile
472,S.a.s.,PC,9313/07,,Da approfondire,Ritardi significativi,21.0,384.0,"1409,83",0,2,Cautela
473,S.n.c.,PC,561011/07,7500.0,Accordabile,Regolari,22.0,0.0,"9061,91","923,58",4,Affidabile
474,Indiv.,PC,47731/07,26400.0,Accordabile,Regolari,22.0,0.0,"2894,29","333,92",4,Affidabile
475,Indiv.,PC,742019/07,1500.0,Accordabile,,26.0,1184.0,"288,61",0,4,Affidabile
476,Indiv.,PR,551/07,0.0,Non accordabile,Ritardi,21.0,355.0,"4259,88",0,1,Non affidabile
477,Indiv.,PR,4722/07,5460.0,Accordabile,Regolari,23.0,0.0,"5867,86","555,34",4,Affidabile
478,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"3637,94","453,06",4,Affidabile
479,Indiv.,PC,4777/07,3000.0,Accordabile,Regolari,23.0,0.0,"979,48","104,41",4,Affidabile
480,S.a.s.,PC,,0.0,Non accordabile,,21.0,2091.0,"463,02",0,6,Non operativa
481,Indiv.,PC,47711/07,1500.0,Accordabile,,22.0,945.0,"171,81",0,4,Affidabile
482,,PC,,6000.0,Accordabile,Regolari,23.0,-3.0,"1581,89","93,06",4,Affidabile
483,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"1594,88","253,29",4,Affidabile
484,S.n.c.,PR,10512/07,27500.0,Accordabile,Regolari,22.0,2.0,"140051,01","13397,28",4,Affidabile
485,S.n.c.,CR,4722/07,2800.0,Accordabile,Regolari,23.0,0.0,"3142,37","184,29",4,Affidabile
486,Indiv.,CR,563/07,3000.0,Accordabile,Regolari,22.0,13.0,"4406,17","397,67",4,Affidabile
487,S.r.l.,CR,56103/07,10000.0,Accordabile,Regolari,-1.0,-1.0,"840,12",0,4,Affidabile
488,S.r.l.,PR,47591/07,0.0,Non accordabile,,23.0,759.0,"327,5",0,6,Non operativa
489,S.r.l.,PR,561011/07,4400.0,Accordabile,Regolari,22.0,0.0,"48270,58","4328,18",4,Affidabile
490,Indiv.,PC,47241/07,0.0,Non accordabile,,22.0,2495.0,"449,68",0,6,Non operativa
491,Indiv.,PC,47241/07,3000.0,Accordabile,Regolari,23.0,0.0,"2340,68","113,03",4,Affidabile
